Open,High,Low,Close,Adj Close,Volume
5.0,5.0,5.0,5.0,4.124258041381836,3900
5.1666669845581055,5.5,5.0,5.043333053588867,4.160000324249268,21000
4.6666669845581055,5.3333330154418945,4.6666669845581055,5.0,4.124258041381836,30600
5.0,5.0,5.0,5.0,4.124258041381836,1500
4.6666669845581055,4.6666669845581055,4.6666669845581055,4.6666669845581055,3.849307060241699,900
4.6666669845581055,5.1666669845581055,4.6666669845581055,5.1666669845581055,4.261733055114746,6900
4.5833330154418945,5.1666669845581055,4.5833330154418945,5.1666669845581055,4.261733055114746,1500
5.1666669845581055,5.1666669845581055,5.1666669845581055,5.1666669845581055,4.261733055114746,0
5.0,5.0,5.0,5.0,4.124258041381836,300
4.9166669845581055,4.9166669845581055,4.1666669845581055,4.25,3.505620241165161,128100
4.25,4.25,4.1666669845581055,4.1666669845581055,3.4368820190429688,17700
4.1666669845581055,4.1666669845581055,4.0833330154418945,4.1666669845581055,3.4368820190429688,7200
4.099999904632568,4.099999904632568,3.9166669845581055,3.9166669845581055,3.2306692600250244,4200
3.8666670322418213,3.8666670322418213,3.3499999046325684,3.5,2.8869810104370117,32100
3.5,3.5,3.3333330154418945,3.4000000953674316,2.8044955730438232,13800
3.4000000953674316,3.4000000953674316,3.4000000953674316,3.4000000953674316,2.8044955730438232,300
3.4000000953674316,3.5,3.4000000953674316,3.5,2.8869810104370117,6600
3.5,3.5,3.3833329677581787,3.3833329677581787,2.79074764251709,3900
3.3833329677581787,3.3833329677581787,3.3833329677581787,3.3833329677581787,2.79074764251709,0
3.5,3.700000047683716,3.483333110809326,3.700000047683716,3.0519509315490723,12300
3.75,3.950000047683716,3.75,3.8333330154418945,3.161930561065674,26700
3.9666669368743896,4.0,3.9166669845581055,4.0,3.2994067668914795,15000
3.933332920074463,3.9666669368743896,3.933332920074463,3.933332920074463,3.2444159984588623,12900
3.933332920074463,3.933332920074463,3.933332920074463,3.933332920074463,3.2444159984588623,0
3.9666669368743896,4.0,3.950000047683716,3.950000047683716,3.258164167404175,85800
4.0,4.0,4.0,4.0,3.2994067668914795,30000
3.993333101272583,4.016666889190674,3.983333110809326,4.016666889190674,3.3131535053253174,13200
4.033332824707031,4.033332824707031,4.016666889190674,4.033332824707031,3.3269004821777344,36900
4.050000190734863,4.050000190734863,4.050000190734863,4.050000190734863,3.340648889541626,10200
4.050000190734863,4.050000190734863,4.033332824707031,4.050000190734863,3.340648889541626,73200
